"nm_municipio";"nm_uf";"oper";"ano";"trabalhadores_resgatados"
"Abel Figueiredo";"Pará";77;2006;20
"Abel Figueiredo";"Pará";77;2006;0
"Catalão";"Goiás";78;2006;151
"Buritizeiro";"Minas Gerais";79;2006;36
"Água Azul do Norte";"Pará";80;2006;13
"São Félix do Xingu";"Pará";80;2006;9
"Jerumenha";"Piauí";81;2006;54
"Rio de Janeiro";"Rio de Janeiro";82;2006;6
"Rio de Janeiro";"Rio de Janeiro";82;2006;18
"Rio de Janeiro";"Rio de Janeiro";82;2006;20
"Goianésia do Pará";"Pará";83;2006;0
"União do Sul";"Mato Grosso";84;2006;10
"União do Sul";"Mato Grosso";84;2006;19
"Formosa do Rio Preto";"Bahia";85;2006;6
"Curitiba";"Paraná";86;2006;0
"Canoinhas";"Santa Catarina";86;2006;7
"Mafra";"Santa Catarina";86;2006;0
"Pouso Redondo";"Santa Catarina";86;2006;0
"Rio Negrinho";"Santa Catarina";86;2006;1
"Rio Negrinho";"Santa Catarina";86;2006;17
"Rio Negrinho";"Santa Catarina";86;2006;19
"Ananás";"Tocantins";87;2006;0
"Santa Maria das Barreiras";"Pará";88;2006;20
"Itapaci";"Goiás";89;2006;0
"Oliveira";"Minas Gerais";90;2006;4
"Nova Canaã do Norte";"Mato Grosso";91;2006;0
"Sinop";"Mato Grosso";91;2006;3
"Pacajá";"Pará";92;2006;43
"Pacajá";"Pará";92;2006;142
"Dom Aquino";"Mato Grosso";93;2006;0
"Brasnorte";"Mato Grosso";94;2006;0
"Campo Novo do Parecis";"Mato Grosso";94;2006;0
"Jaciara";"Mato Grosso";95;2006;0
"Montividiu do Norte";"Goiás";96;2006;4
"Montividiu do Norte";"Goiás";96;2006;10
"Montividiu do Norte";"Goiás";96;2006;11
"Montividiu do Norte";"Goiás";96;2006;18
"Arapoema";"Tocantins";97;2006;2
"Lábrea";"Amazonas";98;2006;8
"Governador Newton Bello";"Maranhão";99;2006;8
"Novo Oriente";"Ceará";100;2006;0
"Bom Jardim";"Maranhão";101;2006;15
"Carutapera";"Maranhão";101;2006;9
"São Pedro da Água Branca";"Maranhão";101;2006;18
"Rio Branco do Sul";"Paraná";102;2006;14
"Canto do Buriti";"Piauí";103;2006;0
"Jerumenha";"Piauí";104;2006;34
"Campos Altos";"Minas Gerais";105;2006;25
"Presidente Olegário";"Minas Gerais";105;2006;7
"São Roque de Minas";"Minas Gerais";106;2006;15
"Ribas do Rio Pardo";"Mato Grosso do Sul";107;2006;0
"Campo Grande";"Mato Grosso do Sul";108;2006;21
"Lábrea";"Amazonas";109;2006;6
"Pacajá";"Pará";1;2007;7
"Pacajá";"Pará";1;2007;0
"Itupiranga";"Pará";2;2007;3
"Itupiranga";"Pará";2;2007;11
"Itupiranga";"Pará";2;2007;0
"Marabá";"Pará";2;2007;10
"Goianésia do Pará";"Pará";3;2007;7
"Goianésia do Pará";"Pará";3;2007;10
"Goianésia do Pará";"Pará";3;2007;11
"Ipixuna do Pará";"Pará";3;2007;6
"Ipixuna do Pará";"Pará";3;2007;7
"Vilhena";"Rondônia";4;2007;0
"Chupinguaia";"Rondônia";4;2007;0
"Vila Rica";"Mato Grosso";5;2007;10
"Canoinhas";"Santa Catarina";6;2007;0
"Eldorado dos Carajás";"Pará";7;2007;20
"São Félix do Xingu";"Pará";7;2007;8
"Barreiras";"Bahia";8;2007;82
"Marabá";"Pará";9;2007;10
"Paragominas";"Pará";9;2007;8
"Paragominas";"Pará";9;2007;24
"Itupiranga";"Pará";10;2007;4
"Marabá";"Pará";10;2007;15
"Palestina do Pará";"Pará";10;2007;3
"São Domingos do Araguaia";"Pará";10;2007;7
"São Geraldo do Araguaia";"Pará";10;2007;2
"Paragominas";"Pará";11;2007;10
"Ulianópolis";"Pará";11;2007;49
"Açailândia";"Maranhão";12;2007;27
"Monção";"Maranhão";12;2007;31
"Timbó Grande";"Santa Catarina";13;2007;0
"Riachão das Neves";"Bahia";14;2007;15
"Ceres";"Goiás";15;2007;36
"Paragominas";"Pará";16;2007;16
"Paragominas";"Pará";16;2007;0
"Bom Jardim";"Maranhão";17;2007;32
"Santa Luzia";"Maranhão";17;2007;46
"Redenção do Gurguéia";"Piauí";18;2007;155
"Feliz Natal";"Mato Grosso";19;2007;15
"Cristalina";"Goiás";20;2007;0
"Luziânia";"Goiás";20;2007;0
"Itupiranga";"Pará";21;2007;5
"Itupiranga";"Pará";21;2007;20
"Brasnorte";"Mato Grosso";22;2007;47
"São Félix do Xingu";"Pará";23;2007;20
"Itupiranga";"Pará";24;2007;54
"Marabá";"Pará";24;2007;6
"Nova Ipixuna";"Pará";24;2007;0
"Novo Repartimento";"Pará";25;2007;4
"Novo Repartimento";"Pará";25;2007;14
"Paragominas";"Pará";26;2007;0
"Ulianópolis";"Pará";26;2007;0
"Ananás";"Tocantins";27;2007;8
"Arapoema";"Tocantins";27;2007;5
"Xambioá";"Tocantins";27;2007;7
"Santarém";"Pará";28;2007;6
"São Desidério";"Bahia";29;2007;65
"Santarém";"Pará";30;2007;0
"Iguatemi";"Mato Grosso do Sul";31;2007;498
"Paragominas";"Pará";32;2007;14
"Uruará";"Pará";33;2007;35
"Uruará";"Pará";33;2007;0
"São Félix do Xingu";"Pará";34;2007;16
"Soure";"Pará";35;2007;30
"Ipameri";"Goiás";36;2007;19
"Araguanã";"Tocantins";37;2007;13
"Dois Irmãos do Tocantins";"Tocantins";37;2007;21
"Uruçuí";"Piauí";38;2007;8
"São Desidério";"Bahia";39;2007;5
"Brejo Grande do Araguaia";"Pará";40;2007;15
"Pacajá";"Pará";40;2007;15
"Delta";"Minas Gerais";41;2007;0
"Igarapava";"São Paulo";41;2007;42
"Araxá";"Minas Gerais";42;2007;0
"Brazabrantes";"Goiás";43;2007;181
"Itaberaí";"Goiás";43;2007;87
"Mairipotaba";"Goiás";43;2007;65
"Trindade";"Goiás";43;2007;65
"Ulianópolis";"Pará";44;2007;1064
"Beberibe";"Ceará";45;2007;15
"Ponte Alta do Bom Jesus";"Tocantins";46;2007;11
"Blumenau";"Santa Catarina";47;2007;26
"Alto Alegre do Maranhão";"Maranhão";48;2007;21
"Bela Vista do Maranhão";"Maranhão";49;2007;17
"Itarumã";"Goiás";50;2007;77
"Afuá";"Pará";51;2007;0
"Macapá";"Amapá";51;2007;0
"São Luís Gonzaga do Maranhão";"Maranhão";52;2007;27
"São Mateus do Maranhão";"Maranhão";52;2007;24
"Pancas";"Espírito Santo";53;2007;22
"Vargem Bonita";"Santa Catarina";54;2007;13
"Amambai";"Mato Grosso do Sul";55;2007;18
"Água Clara";"Mato Grosso do Sul";56;2007;6
"Aquidauana";"Mato Grosso do Sul";57;2007;33
"Marcelândia";"Mato Grosso";58;2007;5
"Marcelândia";"Mato Grosso";58;2007;0
"Goiatuba";"Goiás";59;2007;32
"Unaí";"Minas Gerais";60;2007;2
"Campina do Simão";"Paraná";61;2007;81
"Tijucas do Sul";"Paraná";62;2007;11
"Campina Grande do Sul";"Paraná";63;2007;28
"Buritizeiro";"Minas Gerais";64;2007;16
"Arroio Trinta";"Santa Catarina";65;2007;0
"Caçador";"Santa Catarina";65;2007;0
"Calmon";"Santa Catarina";65;2007;0
"Lontras";"Santa Catarina";65;2007;0
"Macieira";"Santa Catarina";65;2007;0
"Alcinópolis";"Mato Grosso do Sul";66;2007;4
"Alcinópolis";"Mato Grosso do Sul";66;2007;13
"Iturama";"Minas Gerais";67;2007;374
"Itupiranga";"Pará";68;2007;9
"Itupiranga";"Pará";68;2007;20
"Novo Repartimento";"Pará";68;2007;16
"Peixoto de Azevedo";"Mato Grosso";69;2007;11
"São Desidério";"Bahia";70;2007;8
"Camapuã";"Mato Grosso do Sul";71;2007;12
"Figueirão";"Mato Grosso do Sul";72;2007;9
"Arraias";"Tocantins";73;2007;0
"Moju";"Pará";74;2007;15
"Altamira";"Pará";75;2007;33
"Vitória do Xingu";"Pará";75;2007;0
"Araguaína";"Tocantins";76;2007;0
"Baião";"Pará";77;2007;29
"Pacajá";"Pará";77;2007;0
"Tucuruí";"Pará";77;2007;6
"Tucuruí";"Pará";77;2007;11
"Tucuruí";"Pará";77;2007;0
"Inhumas";"Goiás";77;2007;14
"Itupiranga";"Pará";78;2007;19
"Itupiranga";"Pará";78;2007;55
"Bom Jardim";"Maranhão";79;2007;25
"Santa Luzia";"Maranhão";79;2007;20
"Aroazes";"Piauí";80;2007;8
"Bujari";"Acre";81;2007;2
"Petrolândia";"Santa Catarina";82;2007;13
"Campos Lindos";"Tocantins";83;2007;9
"Peixe";"Tocantins";83;2007;5
"São Bento do Tocantins";"Tocantins";83;2007;8
"Aracati";"Ceará";84;2007;4
"São João do Manhuaçu";"Minas Gerais";85;2007;22
"General Carneiro";"Paraná";86;2007;9
"Santa Luzia";"Maranhão";87;2007;46
"Porto dos Gaúchos";"Mato Grosso";88;2007;14
"Novo Repartimento";"Pará";89;2007;2
"Novo Repartimento";"Pará";89;2007;23
"Pacajá";"Pará";90;2007;16
"Belém";"Pará";91;2007;0
"Marabá";"Pará";91;2007;5
"Moju";"Pará";91;2007;0
"Tucuruí";"Pará";91;2007;0
"Brasilândia";"Mato Grosso do Sul";92;2007;1011
"Brasilândia";"Mato Grosso do Sul";92;2007;0
"Itupiranga";"Pará";93;2007;9
"Itupiranga";"Pará";93;2007;20
"Altamira";"Pará";94;2007;0
"Belém";"Pará";94;2007;0
"Itupiranga";"Pará";94;2007;0
"São Félix do Xingu";"Pará";95;2007;49
"Dourados";"Mato Grosso do Sul";96;2007;11
"Tapurah";"Mato Grosso";97;2007;0
"Dourados";"Mato Grosso do Sul";98;2007;9
"Colinas do Tocantins";"Tocantins";99;2007;4
"Pacajá";"Pará";100;2007;0
"Ipixuna do Pará";"Pará";101;2007;23
"Juvenília";"Minas Gerais";102;2007;11
"Cacequi";"Rio Grande do Sul";103;2007;47
"Paracambi";"Rio de Janeiro";104;2007;6
"Paracambi";"Rio de Janeiro";104;2007;7
"Paracambi";"Rio de Janeiro";104;2007;11
"Paracambi";"Rio de Janeiro";104;2007;25
"Palmeiras de Goiás";"Goiás";105;2007;64
"Porto Murtinho";"Mato Grosso do Sul";106;2007;1
"Pacajá";"Pará";107;2007;0
"Bandeirantes";"Mato Grosso do Sul";108;2007;9
"Barro Alto";"Goiás";109;2007;18
"Lábrea";"Amazonas";110;2007;10
"Juara";"Mato Grosso";111;2007;4
"Diamantino";"Mato Grosso";112;2007;1
"Capinzal do Norte";"Maranhão";113;2007;48
"Codó";"Maranhão";113;2007;2
"Matões do Norte";"Maranhão";113;2007;12
"Pederneiras";"São Paulo";114;2007;19
"Selvíria";"Mato Grosso do Sul";115;2007;5
"Selvíria";"Mato Grosso do Sul";115;2007;7
"Teresina";"Piauí";116;2007;24
"Feliz Natal";"Mato Grosso";1;2008;20
"Nova Canaã do Norte";"Mato Grosso";1;2008;11
"Tapurah";"Mato Grosso";1;2008;41
"Varginha";"Minas Gerais";2;2008;1
"São Raimundo do Doca Bezerra";"Maranhão";3;2008;19
"Jataí";"Goiás";4;2008;0
"Alta Floresta";"Mato Grosso";5;2008;8
"Nova Monte Verde";"Mato Grosso";5;2008;19
"Bom Jesus do Tocantins";"Pará";6;2008;14
"Dom Eliseu";"Pará";6;2008;0
"Eldorado dos Carajás";"Pará";6;2008;7
"Caçador";"Santa Catarina";7;2008;2
"Penedo";"Alagoas";8;2008;203
"Rio Largo";"Alagoas";8;2008;401
"União dos Palmares";"Alagoas";8;2008;52
"Campo Alegre de Goiás";"Goiás";9;2008;17
"Lábrea";"Amazonas";10;2008;16
"Breu Branco";"Pará";11;2008;12
"Jacundá";"Pará";11;2008;3
"Tucuruí";"Pará";11;2008;0
"Paragominas";"Pará";12;2008;35
"Bonfinópolis de Minas";"Minas Gerais";13;2008;0
"Paracatu";"Minas Gerais";13;2008;1
"Paracatu";"Minas Gerais";13;2008;0
"Unaí";"Minas Gerais";13;2008;0
"Novo Repartimento";"Pará";14;2008;8
"São Desidério";"Bahia";15;2008;27
"São Desidério";"Bahia";15;2008;0
"Chupinguaia";"Rondônia";16;2008;5
"Rondolândia";"Mato Grosso";16;2008;3
"Rondon do Pará";"Pará";17;2008;2
"Rondon do Pará";"Pará";17;2008;11
"Tucuruí";"Pará";17;2008;11
"Paranaíta";"Mato Grosso";18;2008;9
"Nova Ubiratã";"Mato Grosso";19;2008;0
"Baião";"Pará";20;2008;16
"Pacajá";"Pará";20;2008;3
"Tucuruí";"Pará";20;2008;4
"Tucuruí";"Pará";20;2008;0
"Goianésia do Pará";"Pará";21;2008;14
"Curitibanos";"Santa Catarina";22;2008;61
"Brejo Grande do Araguaia";"Pará";23;2008;6
"Jacundá";"Pará";23;2008;30
"Paragominas";"Pará";23;2008;0
"São Geraldo do Araguaia";"Pará";23;2008;7
"Maxaranguape";"Rio Grande do Norte";24;2008;7
"Cariri do Tocantins";"Tocantins";25;2008;5
"Conceição do Tocantins";"Tocantins";25;2008;12
"Taipas do Tocantins";"Tocantins";26;2008;17
"Marcelândia";"Mato Grosso";27;2008;9
"Costa Rica";"Mato Grosso do Sul";28;2008;10
"Quirinópolis";"Goiás";29;2008;421
"Dourados";"Mato Grosso do Sul";30;2008;11
"Colinas do Tocantins";"Tocantins";31;2008;5
"Darcinópolis";"Tocantins";31;2008;0
"Porto Nacional";"Tocantins";31;2008;1
"Santa Fé do Araguaia";"Tocantins";31;2008;13
"Cristalina";"Goiás";32;2008;78
"São Félix do Xingu";"Pará";33;2008;6
"São Félix do Xingu";"Pará";33;2008;38
"Concórdia do Pará";"Pará";34;2008;15
"Paragominas";"Pará";35;2008;13
"Paragominas";"Pará";35;2008;40
"Goianésia do Pará";"Pará";36;2008;6
"Moju";"Pará";36;2008;11
"São Geraldo do Araguaia";"Pará";37;2008;5
"São Geraldo do Araguaia";"Pará";37;2008;14
"Ribeirão Cascalheira";"Mato Grosso";38;2008;5
"Jataí";"Goiás";39;2008;95
"Formosa do Rio Preto";"Bahia";40;2008;10
"Peritoró";"Maranhão";41;2008;13
"Coxim";"Mato Grosso do Sul";42;2008;7
"Pedro Gomes";"Mato Grosso do Sul";42;2008;15
"Orindiúva";"São Paulo";43;2008;64
"Fronteira";"Minas Gerais";44;2008;0
"Icém";"São Paulo";44;2008;55
"Paragominas";"Pará";45;2008;3
"Três Pontas";"Minas Gerais";46;2008;7
"Presidente Figueiredo";"Amazonas";47;2008;12
"Porto Murtinho";"Mato Grosso do Sul";48;2008;10
"Santa Cecília";"Santa Catarina";49;2008;6
"Água Boa";"Mato Grosso";50;2008;0
"Canarana";"Mato Grosso";50;2008;0
"Ribeirão Cascalheira";"Mato Grosso";50;2008;0
"São José do Xingu";"Mato Grosso";50;2008;16
"Juara";"Mato Grosso";51;2008;51
"Goianésia do Pará";"Pará";52;2008;0
"Tucuruí";"Pará";52;2008;0
"São Bento do Tocantins";"Tocantins";53;2008;0
"Tomé-Açu";"Pará";54;2008;30
"Porteirão";"Goiás";55;2008;244
"Breu Branco";"Pará";56;2008;8
"Breu Branco";"Pará";56;2008;9
"Goianésia do Pará";"Pará";56;2008;5
"Lábrea";"Amazonas";57;2008;7
"Água Azul do Norte";"Pará";58;2008;20
"São Félix do Xingu";"Pará";58;2008;17
"São Félix do Xingu";"Pará";58;2008;32
"São Félix do Xingu";"Pará";58;2008;0
"Alta Floresta";"Mato Grosso";59;2008;4
"Paranaíta";"Mato Grosso";59;2008;0
"Nova Monte Verde";"Mato Grosso";59;2008;9
"Barreirinha";"Amazonas";60;2008;19
"Carmo do Rio Claro";"Minas Gerais";61;2008;27
"Herval d'Oeste";"Santa Catarina";62;2008;2
"Itupiranga";"Pará";63;2008;6
"Marabá";"Pará";63;2008;32
"Jauru";"Mato Grosso";64;2008;102
"Rondon do Pará";"Pará";65;2008;32
"Rondon do Pará";"Pará";65;2008;0
"São Roque de Minas";"Minas Gerais";66;2008;49
"Camapuã";"Mato Grosso do Sul";67;2008;6
"São Gabriel do Oeste";"Mato Grosso do Sul";67;2008;4
"São Gabriel do Oeste";"Mato Grosso do Sul";67;2008;13
"Porecatu";"Paraná";68;2008;0
"Parintins";"Amazonas";69;2008;15
"Parintins";"Amazonas";69;2008;0
"São Desidério";"Bahia";70;2008;7
"Machado";"Minas Gerais";71;2008;16
"Cerro Azul";"Paraná";72;2008;30
"Nova Olímpia";"Mato Grosso";73;2008;67
"Nova Olímpia";"Mato Grosso";73;2008;0
"Campos de Júlio";"Mato Grosso";74;2008;0
"Iguatemi";"Mato Grosso do Sul";75;2008;126
"Iguatemi";"Mato Grosso do Sul";75;2008;0
"Juazeiro";"Bahia";76;2008;12
"Patrocínio";"Minas Gerais";77;2008;58
"São Mateus do Sul";"Paraná";78;2008;24
"São João da Ponta";"Pará";79;2008;1
"Breu Branco";"Pará";80;2008;2
"Breu Branco";"Pará";80;2008;4
"Breu Branco";"Pará";80;2008;0
"Pirajuí";"São Paulo";81;2008;10
"Porto Alegre do Piauí";"Piauí";82;2008;35
"Cuiabá";"Mato Grosso";83;2008;0
"Santa Luzia";"Maranhão";84;2008;22
"Breu Branco";"Pará";85;2008;0
"Goianésia do Pará";"Pará";85;2008;3
"Paracuru";"Ceará";86;2008;141
"Colinas do Tocantins";"Tocantins";87;2008;3
"Campo Grande";"Mato Grosso do Sul";88;2008;11
"Comodoro";"Mato Grosso";89;2008;6
"Santo Antônio do Amparo";"Minas Gerais";90;2008;0
"Ipiranga do Norte";"Mato Grosso";91;2008;6
"Montes Claros de Goiás";"Goiás";92;2008;12
"Dois Irmãos do Buriti";"Mato Grosso do Sul";93;2008;6
"General Carneiro";"Paraná";94;2008;10
"Ribeirão Cascalheira";"Mato Grosso";95;2008;4
"Belém";"Pará";96;2008;0
"Curionópolis";"Pará";96;2008;2
"Curionópolis";"Pará";96;2008;0
"Araquari";"Santa Catarina";97;2008;6
"Araquari";"Santa Catarina";97;2008;0
"Balneário Barra do Sul";"Santa Catarina";97;2008;28
"Corupá";"Santa Catarina";97;2008;0
"Garuva";"Santa Catarina";97;2008;0
"Itapoá";"Santa Catarina";97;2008;0
"Luiz Alves";"Santa Catarina";97;2008;0
"Confresa";"Mato Grosso";98;2008;7
"Goianésia do Pará";"Pará";99;2008;10
"Itupiranga";"Pará";99;2008;0
"Marabá";"Pará";99;2008;0
"São Desidério";"Bahia";100;2008;12
"Porto Velho";"Rondônia";101;2008;23
"Boca do Acre";"Amazonas";101;2008;8
"Lábrea";"Amazonas";101;2008;8
"São Sebastião do Paraíso";"Minas Gerais";102;2008;8
"São Sebastião do Paraíso";"Minas Gerais";102;2008;0
"Guaranésia";"Minas Gerais";103;2008;33
"Água Azul do Norte";"Pará";104;2008;0
"São Félix do Xingu";"Pará";104;2008;6
"Passos Maia";"Santa Catarina";105;2008;20
"Pratânia";"São Paulo";106;2008;21
"Porto Vitória";"Paraná";107;2008;0
"União da Vitória";"Paraná";107;2008;8
"União da Vitória";"Paraná";107;2008;0
"Calmon";"Santa Catarina";107;2008;0
"Porto União";"Santa Catarina";107;2008;7
"Abel Figueiredo";"Pará";108;2008;3
"Abel Figueiredo";"Pará";108;2008;7
"Abel Figueiredo";"Pará";108;2008;9
"Abel Figueiredo";"Pará";108;2008;0
"Rondon do Pará";"Pará";108;2008;11
"Rondon do Pará";"Pará";108;2008;21
"Água Azul do Norte";"Pará";109;2008;6
"Ourilândia do Norte";"Pará";109;2008;7
"São Félix do Xingu";"Pará";109;2008;5
"São Félix do Xingu";"Pará";109;2008;13
"Juara";"Mato Grosso";110;2008;10
"Conceição das Alagoas";"Minas Gerais";111;2008;0
"Capitão Poço";"Pará";112;2008;0
"Açailândia";"Maranhão";113;2008;3
"Açailândia";"Maranhão";113;2008;7
"Açailândia";"Maranhão";113;2008;16
"Açailândia";"Maranhão";113;2008;0
"Ribeirão";"Pernambuco";114;2008;9
"Tapurah";"Mato Grosso";115;2008;9
"Tapurah";"Mato Grosso";115;2008;16
"Tapurah";"Mato Grosso";115;2008;44
"Tapurah";"Mato Grosso";115;2008;0
"Balsas";"Maranhão";116;2008;9
"Placas";"Pará";117;2008;88
"Parambu";"Ceará";118;2008;51
"Corrente";"Piauí";119;2008;5
"Parnaguá";"Piauí";119;2008;10
"Tailândia";"Pará";120;2008;4
"Cerro Azul";"Paraná";121;2008;7
"Cerro Azul";"Paraná";121;2008;9
"Cerro Azul";"Paraná";121;2008;16
"Cerro Azul";"Paraná";122;2008;8
"Cerro Azul";"Paraná";122;2008;0
"Glória D'Oeste";"Mato Grosso";123;2008;0
"Pontes e Lacerda";"Mato Grosso";123;2008;10
"Pontes e Lacerda";"Mato Grosso";123;2008;0
"Palmares";"Pernambuco";124;2008;59
"Palmares";"Pernambuco";124;2008;241
"Palmares";"Pernambuco";124;2008;0
"Fernandes Pinheiro";"Paraná";125;2008;0
"Irati";"Paraná";125;2008;7
"Irati";"Paraná";125;2008;10
"Irati";"Paraná";125;2008;12
"Irati";"Paraná";125;2008;22
"Irati";"Paraná";125;2008;0
"Ortigueira";"Paraná";125;2008;0
"Monte Alegre do Piauí";"Piauí";126;2008;17
"Eldorado dos Carajás";"Pará";127;2008;6
"Bonito";"Mato Grosso do Sul";128;2008;4
"Poconé";"Mato Grosso";129;2008;0
"Cacequi";"Rio Grande do Sul";130;2008;4
"São Miguel do Guamá";"Pará";131;2008;0
"Conceição da Barra";"Espírito Santo";132;2008;64
"Pedro Canário";"Espírito Santo";132;2008;25
"Santa Luzia do Pará";"Pará";133;2008;32
"Engenheiro Coelho";"São Paulo";134;2008;12
"Moji Mirim";"São Paulo";135;2008;10
"Açailândia";"Maranhão";136;2008;0
"Antônio Almeida";"Piauí";137;2008;8
"Porto Estrela";"Mato Grosso";138;2008;12
"Tabaporã";"Mato Grosso";139;2008;21
"Arapoema";"Tocantins";140;2008;0
"Pequizeiro";"Tocantins";140;2008;0
"Bernardo Sayão";"Tocantins";141;2008;0
"Carmolândia";"Tocantins";141;2008;0
"Nova Olinda";"Tocantins";141;2008;0
"Calçoene";"Amapá";142;2008;0
"Tartarugalzinho";"Amapá";142;2008;0
"Nortelândia";"Mato Grosso";143;2008;1
"Nortelândia";"Mato Grosso";143;2008;2
"Nortelândia";"Mato Grosso";143;2008;32
"Nova Mutum";"Mato Grosso";143;2008;12
"Tomé-Açu";"Pará";144;2008;3
"Tomé-Açu";"Pará";144;2008;21
"Tomé-Açu";"Pará";144;2008;22
"Rio de Janeiro";"Rio de Janeiro";145;2008;46
"Governador Edison Lobão";"Maranhão";146;2008;10
"Morro Cabeça no Tempo";"Piauí";147;2008;44
"Riachão das Neves";"Bahia";148;2008;38
"Antônio Almeida";"Piauí";149;2008;10
"Jequitinhonha";"Minas Gerais";150;2008;7
"Pedra Azul";"Minas Gerais";151;2008;9
"Jequitinhonha";"Minas Gerais";152;2008;4
"Corguinho";"Mato Grosso do Sul";153;2008;13
"Ananás";"Tocantins";154;2008;10
"Xambioá";"Tocantins";154;2008;12
"São Félix do Araguaia";"Mato Grosso";155;2008;0
"Dom Aquino";"Mato Grosso";156;2008;0
"Colniza";"Mato Grosso";157;2008;0
"Carlinda";"Mato Grosso";158;2008;0
"Luís Eduardo Magalhães";"Bahia";159;2008;0
"Lebon Régis";"Santa Catarina";1;2009;20
"Lebon Régis";"Santa Catarina";1;2009;0
"Jacundá";"Pará";2;2009;6
"Marabá";"Pará";2;2009;11
"Novo Repartimento";"Pará";2;2009;8
"São Félix do Xingu";"Pará";3;2009;46
"Lucas do Rio Verde";"Mato Grosso";4;2009;6
"Sorriso";"Mato Grosso";4;2009;9
"Tapurah";"Mato Grosso";5;2009;18
"Aliança";"Pernambuco";6;2009;252
"Lagoa de Itaenga";"Pernambuco";6;2009;0
"Adrianópolis";"Paraná";7;2009;12
"Cerro Azul";"Paraná";7;2009;0
"Coelho Neto";"Maranhão";8;2009;13
"Jaboatão dos Guararapes";"Pernambuco";9;2009;0
"Primavera";"Pernambuco";10;2009;0
"Araguaína";"Tocantins";11;2009;1
"Araguaína";"Tocantins";11;2009;13
"Arapoema";"Tocantins";11;2009;0
"Carmolândia";"Tocantins";11;2009;0
"Araputanga";"Mato Grosso";12;2009;6
"Lebon Régis";"Santa Catarina";13;2009;2
"Lebon Régis";"Santa Catarina";13;2009;16
"Açailândia";"Maranhão";14;2009;0
"Bom Jesus das Selvas";"Maranhão";14;2009;13
"São Mateus do Sul";"Paraná";15;2009;4
"São Mateus do Sul";"Paraná";15;2009;0
"Cianorte";"Paraná";16;2009;0
"São Tomé";"Paraná";16;2009;0
"Ananás";"Tocantins";17;2009;0
"Araguaína";"Tocantins";17;2009;0
"Xambioá";"Tocantins";17;2009;0
"Campo Alegre de Goiás";"Goiás";18;2009;2
"Catalão";"Goiás";18;2009;10
"Lucas do Rio Verde";"Mato Grosso";19;2009;0
"Nova Ubiratã";"Mato Grosso";19;2009;0
"Santa Rita do Trivelato";"Mato Grosso";19;2009;0
"Sinop";"Mato Grosso";19;2009;0
"Sorriso";"Mato Grosso";19;2009;0
"Tapurah";"Mato Grosso";19;2009;0
"Vera";"Mato Grosso";19;2009;0
"Ananás";"Tocantins";20;2009;0
"Araguatins";"Tocantins";20;2009;0
"Axixá do Tocantins";"Tocantins";20;2009;0
"Cachoeirinha";"Tocantins";20;2009;0
"Amaralina";"Goiás";21;2009;0
"Formoso";"Goiás";21;2009;0
"Mutunópolis";"Goiás";21;2009;0
"Santa Terezinha de Goiás";"Goiás";21;2009;0
"São Miguel do Araguaia";"Goiás";21;2009;0
"Brasnorte";"Mato Grosso";22;2009;12
"Rosário Oeste";"Mato Grosso";22;2009;11
"Rosário Oeste";"Mato Grosso";22;2009;0
"Moji Mirim";"São Paulo";23;2009;17
"Escada";"Pernambuco";24;2009;39
"Correntina";"Bahia";25;2009;14
"Ipixuna do Pará";"Pará";26;2009;6
"Paragominas";"Pará";26;2009;5
"Paragominas";"Pará";26;2009;13
"Paragominas";"Pará";26;2009;0
"Brasnorte";"Mato Grosso";27;2009;0
"Campo Novo do Parecis";"Mato Grosso";27;2009;0
"Maracaju";"Mato Grosso do Sul";28;2009;0
"Codó";"Maranhão";29;2009;37
"Parauapebas";"Pará";30;2009;8
"Parauapebas";"Pará";30;2009;0
"Uruguaiana";"Rio Grande do Sul";31;2009;4
"Caseara";"Tocantins";32;2009;274
"Palmeira";"Paraná";33;2009;0
"São João do Triunfo";"Paraná";33;2009;9
"São João do Triunfo";"Paraná";33;2009;12
"Florianópolis";"Santa Catarina";34;2009;0
"Araguaína";"Tocantins";35;2009;0
"Araguanã";"Tocantins";35;2009;0
"Carmolândia";"Tocantins";35;2009;0
"Pium";"Tocantins";35;2009;0
"Barra do Garças";"Mato Grosso";36;2009;0
"Itupiranga";"Pará";37;2009;0
"Xinguara";"Pará";37;2009;6
"Calmon";"Santa Catarina";38;2009;0
"Alegre";"Espírito Santo";39;2009;6
"Bujari";"Acre";40;2009;5
"Limeira do Oeste";"Minas Gerais";41;2009;99
"Bom Jesus do Tocantins";"Pará";42;2009;10
"Chapadão do Sul";"Mato Grosso do Sul";43;2009;14
"Serranópolis";"Goiás";44;2009;2
"Serranópolis";"Goiás";44;2009;3
"Araguaína";"Tocantins";45;2009;5
"Araguaína";"Tocantins";45;2009;0
"Colinas do Tocantins";"Tocantins";45;2009;4
"Amaraji";"Pernambuco";46;2009;45
"Campo Verde";"Mato Grosso";47;2009;0
"Dom Aquino";"Mato Grosso";47;2009;0
"Guiratinga";"Mato Grosso";47;2009;0
"Itiquira";"Mato Grosso";47;2009;0
"Jaciara";"Mato Grosso";47;2009;0
"Paranatinga";"Mato Grosso";47;2009;0
"Pedra Preta";"Mato Grosso";47;2009;0
"Jaborandi";"Bahia";48;2009;174
"Cáceres";"Mato Grosso";49;2009;5
"Abel Figueiredo";"Pará";50;2009;0
